sample_id,noise_type,snr_db,system,enhancement_method,reference,hypothesis,wer,cer,duration_sec,avg_logprob,inference_ms,rtf
121-121726-0000,babble,10,spectral_sub,spectral_subtraction,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular con-drive-ins whereby love-making may be suspended, but not stopped during the picnic season.",0.35294117647058826,0.10576923076923077,8.46,-0.5372594360794339,223.56312500778586,0.02642590130115672
121-121726-0000,babble,10,adaptive,wiener,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also a popular contrivance whereby love-making may be suspended, but not stop during the in the cooking season.",0.47058823529411764,0.17307692307692307,8.46,-0.825950845428135,775.4330839961767,0.09165875697354334
121-121726-0000,babble,15,raw,none,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular cundrivents, whereby lovemaking may be suspended, but not stopped during the technique season.",0.4117647058823529,0.15384615384615385,8.46,-0.7398668581094497,373.91375000879634,0.04419784279063786
121-121726-0000,babble,15,wiener,wiener,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also a popular contrivance whereby love-making may be suspended, but not stopped during the the technique season.",0.35294117647058826,0.125,8.46,-0.7566078764311275,399.02166700630914,0.047165681679232754
121-121726-0000,babble,15,spectral_sub,spectral_subtraction,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular contrivance whereby lovemaking may be suspended but not stopped during the quick next season.",0.35294117647058826,0.09615384615384616,8.46,-0.6251656492422153,391.7138749966398,0.04630187647714418
121-121726-0000,babble,15,adaptive,wiener,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also a popular contrivance whereby love-making may be suspended, but not stopped during the the technique season.",0.35294117647058826,0.125,8.46,-0.7566078764311275,401.31141600431874,0.04743633758916297
121-121726-0000,babble,20,raw,none,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular cundrivents, whereby lovemaking may be suspended, but not stopped during the technique.",0.4117647058823529,0.18269230769230768,8.46,-0.8076646825441947,713.1747499952326,0.08429961583867997
121-121726-0000,babble,20,wiener,wiener,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular contrivance whereby love-making may be suspended, but not stopped during the the technique season.",0.4117647058823529,0.1346153846153846,8.46,-0.6940056766782488,405.481082998449,0.047929206028185456
121-121726-0000,babble,20,spectral_sub,spectral_subtraction,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular contrivance whereby lovemaking may be suspended but not stopped during the techniques in.",0.29411764705882354,0.11538461538461539,8.46,-0.7433665695063996,697.8662499896018,0.08249010047158413
121-121726-0000,babble,20,adaptive,wiener,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular contrivance whereby love-making may be suspended, but not stopped during the the technique season.",0.4117647058823529,0.1346153846153846,8.46,-0.6875588212694441,392.2972500004107,0.04637083333338188
121-121726-0000,soundtrack,-5,raw,none,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,Also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,0.0,0.0,8.46,-0.4412029575217854,223.60312499222346,0.026430629431704898
121-121726-0000,soundtrack,-5,wiener,wiener,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also a broken private. We are by not making babies a bit, but not.",0.8823529411764706,0.6442307692307693,8.46,-1.0641757249832153,1160.703375004232,0.13719898049695411
121-121726-0000,soundtrack,-5,spectral_sub,spectral_subtraction,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"also a popular candrive in. Whereby love making may be suspended, but not stopped during the picnic season.",0.23529411764705882,0.08653846153846154,8.46,-0.7331695479731405,207.9579580022255,0.02458131891279261
121-121726-0000,soundtrack,-5,adaptive,wiener,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"also a really good product but I'm not making babies a bit, but not",0.8235294117647058,0.6826923076923077,8.46,-1.0921532767159599,1129.1813749994617,0.13347297576825787
121-121726-0000,soundtrack,0,raw,none,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular contrivance, whereby love-making may be suspended, but not stopped during the take the excision.",0.47058823529411764,0.17307692307692307,8.46,-0.6564550676941872,325.0990000087768,0.03842777777881522
121-121726-0000,soundtrack,0,wiener,wiener,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,Also a popular contrivance. We're by love making babies a stupid button. Stop.,0.7647058823529411,0.4423076923076923,8.46,-0.9265684737608982,206.95304199762177,0.024462534515085312
121-121726-0000,soundtrack,0,spectral_sub,spectral_subtraction,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also a popular cundrivence, whereby love-making may be suspended but not stopped during the pick the season.",0.35294117647058826,0.10576923076923077,8.46,-0.7405423409598215,319.22887499968056,0.03773390957443032
121-121726-0000,soundtrack,0,adaptive,wiener,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,Also a popular contrivance. We're by love making babies a stupid button. Stop.,0.7647058823529411,0.4423076923076923,8.46,-0.9265684737608982,211.8685000023106,0.02504355791989487
121-121726-0000,soundtrack,5,raw,none,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular candrivance, whereby love-making may be suspended, but not stopped during the take the excision.",0.47058823529411764,0.19230769230769232,8.46,-0.7139070332050323,322.6565000077244,0.03813906619476647
121-121726-0000,soundtrack,5,wiener,wiener,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,Also a popular contrivance whereby love baking may be suspended but not stopped during the next season.,0.17647058823529413,0.07692307692307693,8.46,-0.6570727729797363,212.74112499668263,0.02514670508235019
121-121726-0000,soundtrack,5,spectral_sub,spectral_subtraction,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular candrivance, whereby love-making may be suspended, but not stopped during the the technique season.",0.47058823529411764,0.16346153846153846,8.46,-0.6765639806514259,322.9631669964874,0.038175315247811745
121-121726-0000,soundtrack,5,adaptive,wiener,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,Also a popular contrivance whereby love baking may be suspended but not stopped during the next season.,0.17647058823529413,0.07692307692307693,8.46,-0.6570727729797363,213.7300000031246,0.025263593380983992
121-121726-0000,soundtrack,10,raw,none,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular cundrivens, whereby love-making may be suspended, but not stopped during the the technique is in.",0.5294117647058824,0.22115384615384615,8.46,-0.9569175775956225,716.608125003404,0.08470545212806192
121-121726-0000,soundtrack,10,wiener,wiener,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also a popular contrivance whereby love-making may be suspended, but not stopped during the picnic season.",0.23529411764705882,0.028846153846153848,8.46,-0.485737473876388,200.32608300971333,0.02367920602951694
121-121726-0000,soundtrack,10,spectral_sub,spectral_subtraction,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular cundrivents, whereby love-making may be suspended, but not stopped during the picnic season.",0.35294117647058826,0.09615384615384616,8.46,-0.5413663387298584,210.52095800405368,0.024884273995751025
121-121726-0000,soundtrack,10,adaptive,wiener,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also a popular contrivance whereby love-making may be suspended, but not stopped during the picnic season.",0.23529411764705882,0.028846153846153848,8.46,-0.485737473876388,216.9818749971455,0.0256479757679841
121-121726-0000,soundtrack,15,raw,none,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular cundrivance, where by love making may be suspended, but not stopped during the picnic season.",0.35294117647058826,0.0673076923076923,8.46,-0.5336386349893385,244.98279200633988,0.02895777683290069
121-121726-0000,soundtrack,15,wiener,wiener,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular contrivance whereby love-making may be suspended, but not stopped during the picnic season.",0.29411764705882354,0.038461538461538464,8.46,-0.4882303604057857,200.60266701329965,0.02371189917414889
121-121726-0000,soundtrack,15,spectral_sub,spectral_subtraction,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular cundrivents, whereby lovemaking may be suspended, but not stopped during the picnic season.",0.35294117647058826,0.09615384615384616,8.46,-0.5662531018257141,235.67070899298415,0.02785705780058914
121-121726-0000,soundtrack,15,adaptive,wiener,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular contrivance whereby love-making may be suspended, but not stopped during the picnic season.",0.29411764705882354,0.038461538461538464,8.46,-0.4882303604057857,202.08666699181776,0.02388731288319359
121-121726-0000,soundtrack,20,raw,none,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular cundrivents, whereby lovemaking may be suspended, but not stopped during the picnic season.",0.35294117647058826,0.09615384615384616,8.46,-0.5373605867226918,206.69958299549762,0.024432574822162836
121-121726-0000,soundtrack,20,wiener,wiener,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular contrivance whereby love-making may be suspended, but not stopped during the Next season.",0.35294117647058826,0.09615384615384616,8.46,-0.5468750751266876,317.0165000046836,0.037472399527740376
121-121726-0000,soundtrack,20,spectral_sub,spectral_subtraction,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular cundrivents, whereby lovemaking may be suspended, but not stopped during the picnic season.",0.35294117647058826,0.09615384615384616,8.46,-0.5589612205823262,204.203041997971,0.02413747541347175
121-121726-0000,soundtrack,20,adaptive,wiener,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular contrivance whereby love-making may be suspended, but not stopped during the Next season.",0.35294117647058826,0.09615384615384616,8.46,-0.5468750751266876,315.8538339921506,0.037334968556991796
1221-135766-0002,white,-5,raw,none,yet these thoughts affected hester prynne less with hope than apprehension,"Get these thoughts affected by certain rest, your hope, and apprehension.",0.7272727272727273,0.3108108108108108,4.825,-1.071585038129021,921.84704101237,0.19105638155696789
1221-135766-0002,white,-5,wiener,wiener,yet these thoughts affected hester prynne less with hope than apprehension,yet they start to protect the train lots of people.,0.9090909090909091,0.6486486486486487,4.825,-1.2007732391357422,861.0817089938791,0.17846253036142573
1221-135766-0002,white,-5,spectral_sub,spectral_subtraction,yet these thoughts affected hester prynne less with hope than apprehension,Get these thoughts affected after prayer and last your hope and after prayer.,0.8181818181818182,0.40540540540540543,4.825,-0.9064075245576746,357.99070799839683,0.07419496538826877
1221-135766-0002,white,-5,adaptive,wiener,yet these thoughts affected hester prynne less with hope than apprehension,yet they start to protect the great lots of people.,0.9090909090909091,0.6621621621621622,4.825,-1.2218199968338013,892.5339160050498,0.18498112248809323
1221-135766-0002,white,0,raw,none,yet these thoughts affected hester prynne less with hope than apprehension,yet these thoughts affected Hester,0.5454545454545454,0.5405405405405406,4.825,-0.903990912437439,166.64679200039245,0.034538195233241954
1221-135766-0002,white,0,wiener,wiener,yet these thoughts affected hester prynne less with hope than apprehension,get these thoughts and that you have to bring lots of hope on that one.,1.0909090909090908,0.5405405405405406,4.825,-1.1804859261763723,1466.2925000011455,0.30389481865308715
1221-135766-0002,white,0,spectral_sub,spectral_subtraction,yet these thoughts affected hester prynne less with hope than apprehension,Get these thoughts affected Hester Quinn lasts with hope and apprehension.,0.45454545454545453,0.14864864864864866,4.825,-0.8774139918386936,206.45204199536238,0.042787987978313444
1221-135766-0002,white,0,adaptive,wiener,yet these thoughts affected hester prynne less with hope than apprehension,yet they start to protect your friend's lives with hope and that will be great.,1.0909090909090908,0.6351351351351351,4.825,-1.1223302841186524,960.1854999928037,0.19900217616431162
1221-135766-0002,white,5,raw,none,yet these thoughts affected hester prynne less with hope than apprehension,yet these thoughts affected Hester print less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.6175913102924824,192.6879169914173,0.03993531958371343
1221-135766-0002,white,5,wiener,wiener,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected us to create less with hope and apprehension.,0.45454545454545453,0.17567567567567569,4.825,-0.7089477963745594,178.70566601050086,0.03703744373274629
1221-135766-0002,white,5,spectral_sub,spectral_subtraction,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester print less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.5561239644885063,181.61425000289455,0.03764025906795742
1221-135766-0002,white,5,adaptive,wiener,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected us to create less with hope and apprehension.,0.45454545454545453,0.17567567567567569,4.825,-0.7089477963745594,182.62170800880995,0.03784905865467564
1221-135766-0002,white,10,raw,none,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester print less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.5413763411343098,205.4009579878766,0.042570146733238674
1221-135766-0002,white,10,wiener,wiener,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected us to pray last with hope and apprehension.,0.5454545454545454,0.20270270270270271,4.825,-0.5623718909919262,181.18754199531395,0.0375518221751946
1221-135766-0002,white,10,spectral_sub,spectral_subtraction,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester print less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.49333758652210236,176.47620900243055,0.03657538010413068
1221-135766-0002,white,10,adaptive,wiener,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected us to pray last with hope and apprehension.,0.5454545454545454,0.20270270270270271,4.825,-0.5623718909919262,195.15025000146125,0.04044564766869663
1221-135766-0002,white,15,raw,none,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.48274993896484375,178.33808400609996,0.036961260933906726
1221-135766-0002,white,15,wiener,wiener,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin last with hope and apprehension.,0.36363636363636365,0.12162162162162163,4.825,-0.6650742923512178,201.20504101214465,0.041700526634641376
1221-135766-0002,white,15,spectral_sub,spectral_subtraction,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.4708236806532916,178.26483299722895,0.03694607937766403
1221-135766-0002,white,15,adaptive,wiener,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin last with hope and apprehension.,0.36363636363636365,0.12162162162162163,4.825,-0.6650742923512178,205.52108300034888,0.0425950431088806
1221-135766-0002,white,20,raw,none,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.4553014530855067,237.82662500161678,0.04929049222831436
1221-135766-0002,white,20,wiener,wiener,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin last with hope and apprehension.,0.36363636363636365,0.12162162162162163,4.825,-0.6189027674057904,179.69987499236595,0.037243497407744235
1221-135766-0002,white,20,spectral_sub,spectral_subtraction,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.47463832182042737,177.81337499036454,0.03685251295137089
1221-135766-0002,white,20,adaptive,wiener,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin last with hope and apprehension.,0.36363636363636365,0.12162162162162163,4.825,-0.6189027674057904,192.45391599542927,0.039886821967964614
1221-135766-0002,pink,-5,raw,none,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.4808180752922507,181.2192499928642,0.037558393780904496
1221-135766-0002,pink,-5,wiener,wiener,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected us to print less with hope than apprehension.,0.36363636363636365,0.12162162162162163,4.825,-0.5341936089098454,174.2295410076622,0.03610974943163983
1221-135766-0002,pink,-5,spectral_sub,spectral_subtraction,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.47726305793313417,184.4696249900153,0.03823204663005498
1221-135766-0002,pink,-5,adaptive,none,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.4808180752922507,189.7019169991836,0.039316459481696084
1221-135766-0002,pink,0,raw,none,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.45517343633315144,182.41104199842084,0.0378053973053722
1221-135766-0002,pink,0,wiener,wiener,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.6335252313052907,181.4814590034075,0.03761273761728653
1221-135766-0002,pink,0,spectral_sub,spectral_subtraction,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.47283245535457835,203.9035409979988,0.042259801243108554
1221-135766-0002,pink,0,adaptive,none,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.45517343633315144,181.5382079948904,0.03762449906629853
1221-135766-0002,pink,5,raw,none,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.47940759097828584,180.44808400736656,0.0373985666336511
1221-135766-0002,pink,5,wiener,wiener,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected us to print less with hope than apprehension.,0.36363636363636365,0.12162162162162163,4.825,-0.4742185212671757,186.55958300223574,0.03866519854968616
1221-135766-0002,pink,5,spectral_sub,spectral_subtraction,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.4646185145658605,180.57620800391305,0.03742512082982654
1221-135766-0002,pink,5,adaptive,wiener,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected us to print less with hope than apprehension.,0.36363636363636365,0.12162162162162163,4.825,-0.4742185212671757,178.98762499680743,0.03709588082835387
1221-135766-0002,pink,10,raw,none,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.4748954772949219,182.78037499112543,0.03788194300334206
1221-135766-0002,pink,10,wiener,wiener,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected has to print less with hope than apprehension.,0.36363636363636365,0.10810810810810811,4.825,-0.507802851498127,190.75366700417362,0.03953443875734168
1221-135766-0002,pink,10,spectral_sub,spectral_subtraction,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.47629131990320545,182.73716600378975,0.03787298777280616
1221-135766-0002,pink,10,adaptive,wiener,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected has to print less with hope than apprehension.,0.36363636363636365,0.10810810810810811,4.825,-0.507802851498127,182.9609170090407,0.037919361038143154
1221-135766-0002,pink,15,raw,none,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.47650976742015166,182.50912500661798,0.037825725389972635
1221-135766-0002,pink,15,wiener,wiener,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.6166617449592141,203.12370799365453,0.042098177822519074
1221-135766-0002,pink,15,spectral_sub,spectral_subtraction,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.47066856833065257,181.67508298938628,0.03765286694080545
1221-135766-0002,pink,15,adaptive,wiener,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.6166617449592141,194.344290997833,0.04027860953322964
1221-135766-0002,pink,20,raw,none,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.4797697628245634,192.44520799838938,0.03988501720173873
1221-135766-0002,pink,20,wiener,wiener,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.6151579127592199,179.41945799975656,0.037185379896322604
1221-135766-0002,pink,20,spectral_sub,spectral_subtraction,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.4844239178825827,192.4695000052452,0.03989005181455859
1221-135766-0002,pink,20,adaptive,wiener,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.6151579127592199,191.24991599528585,0.03963728828917841
1221-135766-0002,babble,-5,raw,none,yet these thoughts affected hester prynne less with hope than apprehension,"Yet these thoughts affected us with red lights, with hope and apprehension.",0.5454545454545454,0.28378378378378377,4.825,-1.0449284946217257,951.1532500036992,0.1971302072546527
1221-135766-0002,babble,-5,wiener,wiener,yet these thoughts affected hester prynne less with hope than apprehension,"Please start, be happy, be happy, be happy, be happy, be happy.",1.0909090909090908,0.7837837837837838,4.825,-1.0137492134457542,908.0737920012325,0.18820182217642123
1221-135766-0002,babble,-5,spectral_sub,spectral_subtraction,yet these thoughts affected hester prynne less with hope than apprehension,"Get these thoughts about the festive bread, laughs, and hope, and evident.",0.9090909090909091,0.5405405405405406,4.825,-0.9862570535568964,185.48920800094493,0.038443359171180295
1221-135766-0002,babble,-5,adaptive,wiener,yet these thoughts affected hester prynne less with hope than apprehension,"At least I'll be back again to play love, so hope you're happy.",1.0909090909090908,0.7567567567567568,4.825,-1.5529810249805451,1789.1577080008574,0.3708098876685715
1221-135766-0002,babble,0,raw,none,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected has to print less with hope and apprehension.,0.45454545454545453,0.14864864864864866,4.825,-0.5670151859521866,190.80770800064784,0.039545638963864836
1221-135766-0002,babble,0,wiener,wiener,yet these thoughts affected hester prynne less with hope than apprehension,that they thought that they had to bring lots of hope and attention.,1.0909090909090908,0.5135135135135135,4.825,-1.0480967128978056,1010.8443329954753,0.20950141616486534
1221-135766-0002,babble,0,spectral_sub,spectral_subtraction,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester print last with hope and apprehension.,0.36363636363636365,0.12162162162162163,4.825,-0.7271431758999825,191.7385840060888,0.03973856663338628
1221-135766-0002,babble,0,adaptive,wiener,yet these thoughts affected hester prynne less with hope than apprehension,But these thoughts affect the best different aspects of hope and adventure.,0.8181818181818182,0.5135135135135135,4.825,-1.2097197398543358,1020.7397500053048,0.21155227979384555
1221-135766-0002,babble,5,raw,none,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester print less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.5638798512518406,192.19691700709518,0.039833557928931645
1221-135766-0002,babble,5,wiener,wiener,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected has to pray last we hope and apprehension.,0.6363636363636364,0.22972972972972974,4.825,-0.795561857521534,179.90587498934474,0.03728619170763622
1221-135766-0002,babble,5,spectral_sub,spectral_subtraction,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester print less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.5339761823415756,176.61879200022668,0.03660493098450294
1221-135766-0002,babble,5,adaptive,wiener,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected has to pray last we hope and apprehension.,0.6363636363636364,0.22972972972972974,4.825,-0.795561857521534,195.45295801071916,0.04050838507994179
1221-135766-0002,babble,10,raw,none,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.47687681983498964,179.0627080044942,0.0371114420734703
1221-135766-0002,babble,10,wiener,wiener,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected has to pray last with hope and apprehension.,0.5454545454545454,0.1891891891891892,4.825,-0.6090832874178886,188.3165830076905,0.03902934362853689
1221-135766-0002,babble,10,spectral_sub,spectral_subtraction,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.44006897421444163,192.47024999640416,0.039890207253140755
1221-135766-0002,babble,10,adaptive,wiener,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected has to pray last with hope and apprehension.,0.5454545454545454,0.1891891891891892,4.825,-0.6090832874178886,186.09637500776444,0.03856919689280092
1221-135766-0002,babble,15,raw,none,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.4480934984543744,185.60983300267253,0.03846835917153835
1221-135766-0002,babble,15,wiener,wiener,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected has to pray less with hope and apprehension.,0.45454545454545453,0.16216216216216217,4.825,-0.512990690767765,193.8759159966139,0.04018153699411687
1221-135766-0002,babble,15,spectral_sub,spectral_subtraction,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.4379743127261891,193.87187500251457,0.04018069948238644
1221-135766-0002,babble,15,adaptive,wiener,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected has to pray less with hope and apprehension.,0.45454545454545453,0.16216216216216217,4.825,-0.512990690767765,178.31145800300874,0.03695574259129715
1221-135766-0002,babble,20,raw,none,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.45767929974724264,191.66212499840185,0.03972272020692266
1221-135766-0002,babble,20,wiener,wiener,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected has to print less with hope and apprehension.,0.45454545454545453,0.14864864864864866,4.825,-0.5152616277337074,189.0608749963576,0.03918360103551453
1221-135766-0002,babble,20,spectral_sub,spectral_subtraction,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.44262050179874196,182.3156669997843,0.03778563046627654
1221-135766-0002,babble,20,adaptive,wiener,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected has to print less with hope and apprehension.,0.45454545454545453,0.14864864864864866,4.825,-0.5152616277337074,174.9756659992272,0.03626438673559113
1221-135766-0002,soundtrack,-5,raw,none,yet these thoughts affected hester prynne less with hope than apprehension,yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.5769669588874368,193.8003329996718,0.04016587212428431
1221-135766-0002,soundtrack,-5,wiener,wiener,yet these thoughts affected hester prynne less with hope than apprehension,Get these thoughts affected us to print less with hope in every action.,0.6363636363636364,0.28378378378378377,4.825,-0.6086595198687386,179.258292002487,0.03715197761709575
1221-135766-0002,soundtrack,-5,spectral_sub,spectral_subtraction,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin last with hope and apprehension.,0.36363636363636365,0.12162162162162163,4.825,-0.5848064983592314,180.3145419980865,0.03737088953328217
